ID,Name,Team,Pos,Price,22_pts_no_prob,22_prob,22_with_prob,23_pts_no_prob,23_prob,23_with_prob,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob,26_pts_no_prob,26_prob,26_with_prob,27_pts_no_prob,27_prob,27_with_prob,28_pts_no_prob,28_prob,28_with_prob,29_pts_no_prob,29_prob,29_with_prob,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
240,Schlupp,CRY,MID,4.9,3.0632,0.84357,2.58402,2.97754,0.84357,2.51177,3.15888,0.84357,2.66474,3.15886,0.84357,2.66473,3.35402,0.84357,2.82936,3.15763,0.84357,2.66368,3.21881,0.84357,2.71529,3.40813,0.84357,2.875,3.28299,0.84357,2.76944,3.23757,0.84357,2.73112,3.04631,0.84357,2.56978,2.99322,0.84357,2.52499,3.30496,0.84357,2.78797,3.19974,0.84357,2.69921,3.33806,0.84357,2.81589,3.17194,0.84357,2.67575,3.17271,0.84357,2.67641,0,0,0
241,Tomkins,CRY,DEF,4,1.62997,0.24826,0.40465,1.09184,0.24826,0.27106,1.12117,0.24826,0.27834,1.23257,0.24826,0.30599,1.64368,0.24826,0.40805,1.12689,0.24826,0.27976,1.6596,0.24826,0.41201,1.42368,0.24826,0.35344,1.50722,0.24826,0.37418,1.40153,0.24826,0.34794,0.992,0.24826,0.24627,0.86017,0.24826,0.21354,1.46991,0.24826,0.36491,1.36836,0.24826,0.3397,1.40792,0.24826,0.34952,1.4622,0.24826,0.363,1.34068,0.24826,0.33283,0,0,0
242,Ward,CRY,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Whitworth,CRY,GK,3.9,3.11762,0.002,0.00624,3.10097,0.002,0.0062,3.09763,0.002,0.0062,3.27384,0.002,0.00655,3.04086,0.002,0.00608,3.04966,0.002,0.0061,3.01034,0.002,0.00602,2.90118,0.002,0.0058,3.09301,0.002,0.00619,3.09064,0.002,0.00618,3.0216,0.002,0.00604,3.06195,0.002,0.00612,3.26081,0.002,0.00652,2.97023,0.002,0.00594,3.16069,0.002,0.00632,3.12627,0.002,0.00625,3.0139,0.002,0.00603,0,0,0
244,"André Gomes",EVE,MID,4.4,1.28497,0.62238,0.79974,1.3106,0.62238,0.81569,1.22879,0.62238,0.76477,1.37617,0.62238,0.85649,1.33452,0.62238,0.83058,1.39384,0.62238,0.8675,1.34826,0.62238,0.83913,1.3472,0.62238,0.83847,1.36913,0.62238,0.85212,1.30395,0.62238,0.81155,1.41183,0.62238,0.87869,1.30914,0.62238,0.81478,1.42977,0.62238,0.88986,1.38313,0.62238,0.86083,1.38666,0.62238,0.86303,1.40025,0.62238,0.87149,1.28407,0.62238,0.79918,0,0,0
245,Branthwaite,EVE,DEF,4.1,2.41193,0.88505,2.13467,2.32817,0.88505,2.06053,1.85048,0.88505,1.63776,2.86812,0.88505,2.53842,2.28958,0.88505,2.02639,2.75932,0.88505,2.44212,2.33225,0.88505,2.06415,2.27896,0.88505,2.01698,2.65546,0.88505,2.35021,2.04867,0.88505,1.81316,3.0232,0.88505,2.67567,2.10336,0.88505,1.86157,2.90351,0.88505,2.56974,2.73598,0.88505,2.42147,2.44286,0.88505,2.16205,3.14159,0.88505,2.78045,2.07327,0.88505,1.83494,0,0,0
246,Calvert-Lewin,EVE,FWD,5.8,3.86438,0.9401,3.6329,3.88785,0.9401,3.65496,3.57666,0.9401,3.36241,3.87257,0.9401,3.64059,3.89407,0.9401,3.66081,4.11446,0.9401,3.868,3.75725,0.9401,3.53218,3.94066,0.9401,3.70461,3.9004,0.9401,3.66676,3.98801,0.9401,3.74912,4.28414,0.9401,4.02751,3.73845,0.9401,3.51451,4.66633,0.9401,4.38681,3.81194,0.9401,3.5836,3.97633,0.9401,3.73814,4.18311,0.9401,3.93253,3.5042,0.9401,3.2943,0,0,0
247,Coleman,EVE,DEF,4.4,2.07344,0.86492,1.79337,1.98267,0.86492,1.71486,1.55108,0.86492,1.34156,2.4608,0.86492,2.1284,1.94969,0.86492,1.68633,2.36431,0.86492,2.04494,1.98735,0.86492,1.7189,1.94031,0.86492,1.67822,2.27264,0.86492,1.96565,1.73704,0.86492,1.50241,2.59722,0.86492,2.24639,1.78531,0.86492,1.54416,2.49158,0.86492,2.15502,2.34371,0.86492,2.02712,2.08499,0.86492,1.80335,2.70172,0.86492,2.33678,1.75876,0.86492,1.52119,0,0,0
248,Dele,EVE,MID,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,A.Doucoure,EVE,MID,5.5,3.81545,0.9316,3.55448,3.86902,0.9316,3.60438,3.43849,0.9316,3.2033,3.99612,0.9316,3.72279,3.85538,0.9316,3.59167,4.10061,0.9316,3.82013,3.91217,0.9316,3.64458,3.9078,0.9316,3.6405,3.99845,0.9316,3.72496,3.729,0.9316,3.47394,4.17498,0.9316,3.88941,3.75043,0.9316,3.4939,4.24913,0.9316,3.95849,4.05634,0.9316,3.77889,4.07092,0.9316,3.79247,4.12711,0.9316,3.84482,3.64681,0.9316,3.39737,0,0,0
250,Garner,EVE,MID,4.9,3.36151,0.90879,3.0549,3.42444,0.90879,3.11209,3.12756,0.90879,2.84229,3.57308,0.90879,3.24717,3.45284,0.90879,3.1379,3.64252,0.90879,3.31028,3.49676,0.90879,3.17781,3.49338,0.90879,3.17474,3.5635,0.90879,3.23847,3.35508,0.90879,3.04906,3.70004,0.90879,3.36255,3.37166,0.90879,3.06413,3.7574,0.90879,3.41468,3.60828,0.90879,3.27916,3.61955,0.90879,3.28941,3.66302,0.90879,3.3289,3.29151,0.90879,2.99129,0,0,0
251,Gbamin,EVE,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Godfrey,EVE,DEF,4.3,2.14268,0.08753,0.18754,2.00187,0.08753,0.17522,1.51238,0.08753,0.13238,2.39515,0.08753,0.20964,1.85775,0.08753,0.16261,2.28193,0.08753,0.19973,1.89628,0.08753,0.16598,1.84816,0.08753,0.16177,2.18815,0.08753,0.19152,1.6402,0.08753,0.14356,2.52022,0.08753,0.22059,1.68958,0.08753,0.14789,2.41214,0.08753,0.21113,2.26086,0.08753,0.19789,1.99617,0.08753,0.17472,2.62713,0.08753,0.22995,1.66241,0.08753,0.14551,0,0,0
253,Gray,EVE,MID,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Gana,EVE,MID,4.8,2.46594,0,0,2.50939,0.25339,0.63585,2.2767,0.46833,1.06624,2.54177,0.7398,1.8804,2.45505,0.75413,1.85142,2.57858,0.75413,1.94458,2.48366,0.75413,1.873,2.48146,0.75413,1.87134,2.52712,0.75413,1.90577,2.39139,0.75413,1.80341,2.61604,0.75413,1.97283,2.40219,0.75413,1.81156,2.6534,0.75413,2.001,2.55628,0.75413,1.92777,2.56363,0.75413,1.9333,2.59193,0.75413,1.95465,2.34999,0.75413,1.77219,0,0,0
255,Holgate,EVE,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Iwobi,FUL,MID,5.3,3.96009,0,0,3.7825,0.33631,1.27211,4.18576,0.6155,2.57634,3.83323,0.91832,3.52014,3.84381,0.9342,3.5909,3.92087,0.9342,3.6629,3.83219,0.9342,3.58005,3.88875,0.9342,3.63289,3.99923,0.9342,3.7361,3.98028,0.9342,3.7184,4.14716,0.9342,3.87429,3.82215,0.9342,3.57067,3.83996,0.9342,3.58731,3.9453,0.9342,3.68572,3.91198,0.9342,3.65459,3.66466,0.9342,3.42354,3.98346,0.9342,3.72137,0,0,0
257,Keane,EVE,DEF,4.3,2.33908,0.40343,0.94365,2.23872,0.40343,0.90316,1.75649,0.40343,0.70861,2.75184,0.40343,1.11017,2.16329,0.40343,0.87273,2.62784,0.40343,1.06014,2.20548,0.40343,0.88975,2.15278,0.40343,0.86849,2.52514,0.40343,1.01871,1.92503,0.40343,0.77661,2.88882,0.40343,1.16543,1.97911,0.40343,0.79843,2.77045,0.40343,1.11767,2.60476,0.40343,1.05083,2.31488,0.40343,0.93388,3.0059,0.40343,1.21266,1.94935,0.40343,0.78642,0,0,0
258,Maupay,BRE,FWD,4.9,3.10476,0.9337,2.89891,2.85767,0.9337,2.66821,3.17892,0.9337,2.96816,6.09202,0.9337,5.6881,3.29165,0.9337,3.07341,3.01837,0.9337,2.81824,2.82799,0.9337,2.64049,3.12892,0.9337,2.92147,3.21641,0.9337,3.00316,3.21323,0.9337,3.00019,3.11454,0.9337,2.90805,3.39787,0.9337,3.17258,3.22429,0.9337,3.01052,3.46951,0.9337,3.23948,3.74887,0.9337,3.50032,3.16056,0.9337,2.95101,3.45615,0.9337,3.227,0,0,0
259,McNeil,EVE,MID,5.4,3.67584,0.94105,3.45915,3.80649,0.94105,3.58209,3.45726,0.94105,3.25345,4.03018,0.94105,3.7926,3.915,0.94105,3.68421,4.14839,0.94105,3.90384,3.96905,0.94105,3.73507,3.96489,0.94105,3.73115,4.05117,0.94105,3.81234,3.79472,0.94105,3.57102,4.21917,0.94105,3.97044,3.81512,0.94105,3.59021,4.28974,0.94105,4.03686,4.10626,0.94105,3.86419,4.12013,0.94105,3.87725,4.17361,0.94105,3.92757,3.7165,0.94105,3.49741,0,0,0
260,Mykolenko,EVE,DEF,4.6,2.74959,0.93004,2.55723,2.64719,0.93004,2.462,2.14197,0.93004,1.99212,3.21188,0.93004,2.98718,2.60055,0.93004,2.41862,3.09423,0.93004,2.87776,2.64539,0.93004,2.46032,2.58939,0.93004,2.40823,2.98509,0.93004,2.77625,2.34736,0.93004,2.18314,3.37157,0.93004,3.1357,2.40483,0.93004,2.23659,3.24578,0.93004,3.01871,3.0697,0.93004,2.85495,2.76165,0.93004,2.56844,3.49599,0.93004,3.25142,2.37321,0.93004,2.20718,0,0,0
261,Onana,EVE,MID,4.7,2.99819,0.91934,2.75637,3.07965,0.91934,2.83126,2.8301,0.91934,2.60184,3.21994,0.91934,2.96023,3.12354,0.91934,2.87161,3.28714,0.91934,3.02201,3.16142,0.91934,2.90644,3.15851,0.91934,2.90376,3.21899,0.91934,2.95936,3.03923,0.91934,2.7941,3.33675,0.91934,3.06762,3.05353,0.91934,2.80724,3.38622,0.91934,3.1131,3.25761,0.91934,2.99486,3.26733,0.91934,3.0038,3.30482,0.91934,3.03826,2.9844,0.91934,2.74369,0,0,0
262,Patterson,EVE,DEF,4.4,2.1146,0.74017,1.56517,2.03134,0.74017,1.50354,1.58414,0.74017,1.17254,2.51709,0.74017,1.86308,1.96797,0.74017,1.45664,2.4014,0.74017,1.77745,2.00734,0.74017,1.48578,1.95817,0.74017,1.44938,2.30558,0.74017,1.70652,1.74567,0.74017,1.2921,2.64489,0.74017,1.95768,1.79613,0.74017,1.32945,2.53446,0.74017,1.87593,2.37987,0.74017,1.76151,2.10941,0.74017,1.56132,2.75413,0.74017,2.03853,1.76837,0.74017,1.3089,0,0,0
263,Pickford,EVE,GK,4.5,3.56894,0.94941,3.3884,3.51653,0.94941,3.33864,3.16319,0.94941,3.00317,3.7779,0.94941,3.58679,3.73362,0.94941,3.54474,3.93495,0.94941,3.73589,3.78098,0.94941,3.58971,3.47595,0.94941,3.30011,3.7206,0.94941,3.53239,3.43299,0.94941,3.25932,3.6579,0.94941,3.47285,3.40527,0.94941,3.233,3.86773,0.94941,3.67207,3.49711,0.94941,3.3202,3.69313,0.94941,3.5063,3.75458,0.94941,3.56465,3.56102,0.94941,3.38088,0,0,0
264,Simms,EVE,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Tarkowski,EVE,DEF,4.5,3.17973,0.94123,2.99286,3.06216,0.94123,2.8822,2.4262,0.94123,2.28362,3.73555,0.94123,3.51602,2.98261,0.94123,2.80733,3.59163,0.94123,3.38056,3.03793,0.94123,2.8594,2.96884,0.94123,2.79436,3.45698,0.94123,3.25382,2.67026,0.94123,2.51334,3.93376,0.94123,3.70258,2.74117,0.94123,2.58007,3.77858,0.94123,3.55652,3.56137,0.94123,3.35208,3.18134,0.94123,2.99438,4.08725,0.94123,3.84705,2.70216,0.94123,2.54335,0,0,0
266,J.Virginia,EVE,GK,3.9,2.98607,0.06001,0.17919,2.94406,0.06001,0.17667,2.66085,0.06001,0.15968,3.15357,0.06001,0.18924,3.11807,0.06001,0.18711,3.27944,0.06001,0.1968,3.15603,0.06001,0.18939,2.91154,0.06001,0.17472,3.10764,0.06001,0.18649,2.8771,0.06001,0.17265,3.05737,0.06001,0.18347,2.85488,0.06001,0.17132,3.22557,0.06001,0.19357,2.9285,0.06001,0.17574,3.08562,0.06001,0.18517,3.13487,0.06001,0.18812,2.97973,0.06001,0.17881,0,0,0
267,Andreas,FUL,MID,5.3,3.51542,0.94108,3.3083,3.42144,0.94108,3.21986,3.81943,0.94108,3.5944,3.51832,0.94108,3.31103,3.54009,0.94108,3.33152,3.61168,0.94108,3.3989,3.5293,0.94108,3.32137,3.58184,0.94108,3.37082,3.68447,0.94108,3.4674,3.66688,0.94108,3.45084,3.8219,0.94108,3.59673,3.51997,0.94108,3.31259,3.53652,0.94108,3.32816,3.63438,0.94108,3.42025,3.60342,0.94108,3.39113,3.37367,0.94108,3.17491,3.66983,0.94108,3.45362,0,0,0
268,Cairney,FUL,MID,4.9,2.34528,0.93609,2.19539,2.25423,0.93609,2.11015,2.42889,0.93609,2.27365,2.24726,0.93609,2.10363,2.25488,0.93609,2.11076,2.29181,0.93609,2.14533,2.24931,0.93609,2.10555,2.27642,0.93609,2.13092,2.32935,0.93609,2.18047,2.32027,0.93609,2.17197,2.40023,0.93609,2.24682,2.2445,0.93609,2.10105,2.25304,0.93609,2.10904,2.30351,0.93609,2.15628,2.28755,0.93609,2.14134,2.16905,0.93609,2.03041,2.32179,0.93609,2.1734,0,0,0
269,I.Cavaleiro,FUL,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,"De Cordova-Reid",FUL,MID,5.3,2.83299,0.91565,2.59403,2.73952,0.91565,2.50845,2.9861,0.91565,2.73423,2.73297,0.91565,2.50245,2.76907,0.91565,2.5355,2.82055,0.91565,2.58264,2.76131,0.91565,2.52839,2.7991,0.91565,2.56299,2.8729,0.91565,2.63058,2.86025,0.91565,2.61899,2.97173,0.91565,2.72107,2.7546,0.91565,2.52225,2.7665,0.91565,2.53315,2.83687,0.91565,2.59759,2.81461,0.91565,2.5772,2.64938,0.91565,2.42591,2.86237,0.91565,2.62093,0,0,0
271,Diop,FUL,DEF,4.4,2.6314,0.68101,1.792,2.62663,0.68101,1.78875,2.59172,0.68101,1.76498,2.42142,0.68101,1.649,2.22671,0.68101,1.51641,2.2812,0.68101,1.55351,2.60482,0.68101,1.7739,2.33316,0.68101,1.5889,2.39385,0.68101,1.63023,2.66706,0.68101,1.81629,2.55158,0.68101,1.73764,2.24702,0.68101,1.53024,2.1782,0.68101,1.48337,2.72962,0.68101,1.85889,2.35184,0.68101,1.60162,1.9548,0.68101,1.33123,2.32741,0.68101,1.58498,0,0,0
272,Francois,FUL,MID,4.4,1.19727,0.00021,0.00025,1.1551,0.00021,0.00024,1.22653,0.00021,0.00025,1.14971,0.00021,0.00024,1.15187,0.00021,0.00024,1.16764,0.00021,0.00024,1.14949,0.00021,0.00024,1.16107,0.00021,0.00024,1.18367,0.00021,0.00025,1.17979,0.00021,0.00024,1.21393,0.00021,0.00025,1.14744,0.00021,0.00024,1.15108,0.00021,0.00024,1.17263,0.00021,0.00024,1.16582,0.00021,0.00024,1.11522,0.00021,0.00023,1.18044,0.00021,0.00024,0,0,0
273,Knockaert,FUL,MID,4.4,1.46892,0,0.00334,1.39897,0,0.00318,1.50092,0,0.00341,1.40711,0,0.0032,1.38779,0,0.00315,1.40309,0,0.00319,1.42233,0,0.00323,1.42527,0,0.00324,1.42622,0,0.00324,1.47656,0,0.00335,1.43691,0,0.00326,1.3867,0,0.00315,1.40133,0,0.00318,1.40531,0,0.00319,1.40649,0,0.00319,1.33957,0,0.00304,1.38517,0,0.00315,0,0,0
274,Kongolo,FUL,DEF,4,2.0334,0,0.04824,2.0795,0,0.04934,2.05894,0,0.04885,1.74659,0,0.04144,1.43896,0,0.03414,1.53558,0,0.03643,1.83565,0,0.04355,1.55994,0,0.03701,1.55176,0,0.03681,1.84021,0,0.04366,1.78873,0,0.04244,1.48641,0,0.03526,1.44029,0,0.03417,1.85136,0,0.04392,1.62165,0,0.03847,1.24437,0,0.02952,1.49144,0,0.03538,0,0,0
275,Leno,FUL,GK,4.8,4.00963,0.94941,3.80679,3.82951,0.94941,3.63578,3.77794,0.94941,3.58682,3.74046,0.94941,3.55124,3.91018,0.94941,3.71238,3.77713,0.94941,3.58605,3.89343,0.94941,3.69647,3.62438,0.94941,3.44103,3.75954,0.94941,3.56935,3.84815,0.94941,3.65348,3.58702,0.94941,3.40556,3.49025,0.94941,3.31368,3.58053,0.94941,3.3994,3.90686,0.94941,3.70922,3.63193,0.94941,3.4482,3.75095,0.94941,3.5612,3.81524,0.94941,3.62224,0,0,0
276,Lukić,FUL,MID,4.3,1.55246,0.58268,0.90459,1.53893,0.58268,0.8967,1.68216,0.58268,0.98016,1.59766,0.58268,0.93093,1.62217,0.58268,0.94521,1.64393,0.58268,0.95789,1.61889,0.58268,0.9433,1.63486,0.58268,0.9526,1.66605,0.58268,0.97078,1.6607,0.58268,0.96766,1.70782,0.58268,0.99511,1.61605,0.58268,0.94164,1.62108,0.58268,0.94458,1.65083,0.58268,0.96191,1.64142,0.58268,0.95642,1.57159,0.58268,0.91574,1.6616,0.58268,0.96818,0,0,0
277,Mbabu,FUL,DEF,4,2.06155,0,0.0013,2.10765,0,0.00133,2.08709,0,0.00132,1.77474,0,0.00112,1.46712,0,0.00093,1.56373,0,0.00099,1.8638,0,0.00118,1.58809,0,0.001,1.57991,0,0.001,1.86837,0,0.00118,1.81688,0,0.00115,1.51456,0,0.00096,1.46844,0,0.00093,1.87951,0,0.00119,1.6498,0,0.00104,1.27252,0,0.0008,1.5196,0,0.00096,0,0,0
278,Mitrović,FUL,FWD,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Muniz,FUL,FWD,4.4,1.7705,0.73957,1.30941,1.69448,0.73957,1.25318,1.70203,0.73957,1.25876,1.74294,0.73957,1.28902,1.69161,0.73957,1.25106,1.77422,0.73957,1.31216,1.78476,0.73957,1.31995,1.77457,0.73957,1.31241,1.80992,0.73957,1.33856,1.76001,0.73957,1.30165,1.89034,0.73957,1.39803,1.81171,0.73957,1.33988,1.7652,0.73957,1.30549,1.73932,0.73957,1.28635,1.68425,0.73957,1.24562,1.64668,0.73957,1.21783,1.77951,0.73957,1.31607,0,0,0
280,J.Palhinha,FUL,MID,5,2.9792,0.9366,2.79032,2.89285,0.9366,2.70945,3.19622,0.9366,2.99359,2.96797,0.9366,2.77981,2.99395,0.9366,2.80414,3.04818,0.9366,2.85494,2.98577,0.9366,2.79648,3.02558,0.9366,2.83376,3.10333,0.9366,2.90658,3.09,0.9366,2.8941,3.20743,0.9366,3.00409,2.9787,0.9366,2.78986,2.99124,0.9366,2.8016,3.06537,0.9366,2.87104,3.04193,0.9366,2.84908,2.86787,0.9366,2.68606,3.09223,0.9366,2.89619,0,0,0
281,Ream,FUL,DEF,4.5,2.9174,0.35468,1.03476,2.86435,0.35468,1.01594,2.77901,0.35468,0.98567,2.54866,0.35468,0.90397,2.3236,0.35468,0.82415,2.38196,0.35468,0.84484,2.7286,0.35468,0.96779,2.43762,0.35468,0.86459,2.50263,0.35468,0.88764,2.79526,0.35468,0.99144,2.67157,0.35468,0.94756,2.34535,0.35468,0.83186,2.27164,0.35468,0.80572,2.86227,0.35468,1.0152,2.45763,0.35468,0.87168,2.03236,0.35468,0.72085,2.43146,0.35468,0.8624,0,0,0
282,Reed,FUL,MID,4.5,2.41252,0.74278,1.79198,2.37872,0.74278,1.76688,2.58144,0.74278,1.91745,2.43572,0.74278,1.80921,2.44081,0.74278,1.81299,2.47786,0.74278,1.84052,2.43522,0.74278,1.80884,2.46242,0.74278,1.82904,2.51554,0.74278,1.8685,2.50643,0.74278,1.86174,2.58667,0.74278,1.92134,2.43039,0.74278,1.80525,2.43896,0.74278,1.81162,2.48961,0.74278,1.84924,2.47359,0.74278,1.83734,2.35466,0.74278,1.74901,2.50796,0.74278,1.86287,0,0,0
283,Robinson,FUL,DEF,4.4,3.41112,0.93832,3.20073,3.37184,0.93832,3.16387,3.31718,0.93832,3.11259,3.07685,0.93832,2.88708,2.82618,0.93832,2.65187,2.89548,0.93832,2.71689,3.30708,0.93832,3.1031,2.96157,0.93832,2.7789,3.03876,0.93832,2.85134,3.38623,0.93832,3.17738,3.23935,0.93832,3.03956,2.85201,0.93832,2.67611,2.76448,0.93832,2.59398,3.46579,0.93832,3.25203,2.98532,0.93832,2.8012,2.48036,0.93832,2.32738,2.95425,0.93832,2.77204,0,0,0
284,Rodák,FUL,GK,3.9,3.22989,0.06,0.19379,3.0963,0.06,0.18578,3.05805,0.06,0.18348,3.03025,0.06,0.18182,3.15613,0.06,0.18937,3.05745,0.06,0.18345,3.1437,0.06,0.18862,2.94416,0.06,0.17665,3.0444,0.06,0.18266,3.11012,0.06,0.18661,2.91645,0.06,0.17499,2.84468,0.06,0.17068,2.91164,0.06,0.1747,3.15366,0.06,0.18922,2.94976,0.06,0.17699,3.03803,0.06,0.18228,3.08572,0.06,0.18514,0,0,0
285,Tete,FUL,DEF,4.4,2.78544,0.53465,1.48924,2.76736,0.53465,1.47957,2.71672,0.53465,1.4525,2.50432,0.53465,1.33894,2.29725,0.53465,1.22823,2.35611,0.53465,1.2597,2.70574,0.53465,1.44663,2.41225,0.53465,1.28971,2.47782,0.53465,1.32477,2.77298,0.53465,1.48258,2.64821,0.53465,1.41587,2.31919,0.53465,1.23996,2.24484,0.53465,1.20021,2.84055,0.53465,1.51871,2.43243,0.53465,1.3005,2.0035,0.53465,1.07117,2.40604,0.53465,1.28639,0,0,0
286,Tosin,FUL,DEF,4.3,3.02026,0.90241,2.72553,2.96879,0.90241,2.67908,2.93502,0.90241,2.6486,2.72134,0.90241,2.45578,2.49761,0.90241,2.25388,2.56079,0.90241,2.31089,2.93606,0.90241,2.64954,2.62105,0.90241,2.36527,2.69142,0.90241,2.42878,3.00823,0.90241,2.71467,2.87431,0.90241,2.59382,2.52116,0.90241,2.27513,2.44136,0.90241,2.20312,3.08076,0.90241,2.78012,2.64271,0.90241,2.38481,2.18232,0.90241,1.96935,2.61438,0.90241,2.35925,0,0,0
287,Vinícius,FUL,FWD,4.6,2.12715,0.51109,1.08718,2.04854,0.51109,1.047,2.06312,0.51109,1.05445,2.09742,0.51109,1.07198,2.01573,0.51109,1.03023,2.11962,0.51109,1.08332,2.13286,0.51109,1.0901,2.12005,0.51109,1.08355,2.1645,0.51109,1.10626,2.10174,0.51109,1.07419,2.26562,0.51109,1.15795,2.16675,0.51109,1.10741,2.10827,0.51109,1.07753,2.07573,0.51109,1.06089,2.00648,0.51109,1.0255,1.95923,0.51109,1.00135,2.12627,0.51109,1.08672,0,0,0
288,Wilson,FUL,MID,5.3,2.44774,0.94123,2.30389,2.40209,0.94123,2.26092,2.67739,0.94123,2.52004,2.50514,0.94123,2.35792,2.52446,0.94123,2.3761,2.56851,0.94123,2.41756,2.51782,0.94123,2.36985,2.55015,0.94123,2.40028,2.6133,0.94123,2.45972,2.60247,0.94123,2.44953,2.69786,0.94123,2.53931,2.51208,0.94123,2.36445,2.52226,0.94123,2.37403,2.58247,0.94123,2.43071,2.56343,0.94123,2.41278,2.42206,0.94123,2.27972,2.60429,0.94123,2.45124,0,0,0
289,Adrián,LIV,GK,3.9,3.11469,0.002,0.00623,2.97973,0.002,0.00596,3.05737,0.002,0.00612,2.94966,0.002,0.0059,3.02657,0.002,0.00605,3.11003,0.002,0.00622,3.03794,0.002,0.00608,3.2926,0.002,0.00659,3.05735,0.002,0.00612,3.13487,0.002,0.00627,3.15603,0.002,0.00631,3.15357,0.002,0.00631,2.98607,0.002,0.00597,2.84458,0.002,0.00569,2.94406,0.002,0.00589,2.90433,0.002,0.00581,2.97958,0.002,0.00596,0,0,0
290,Alexander-Arnold,LIV,DEF,8.5,4.13114,0.30995,1.28044,3.54107,0.63989,2.26591,5.7126,0.85222,4.86836,4.41359,0.91504,4.03863,5.75177,0.94257,5.42146,5.21573,0.94257,4.91621,3.40326,0.94257,3.20782,4.33016,0.94257,4.0815,4.23383,0.94257,3.9907,5.96999,0.94257,5.62716,4.09518,0.94257,3.86001,5.37491,0.94257,5.06625,4.72725,0.94257,4.45578,4.14686,0.94257,3.90872,4.36606,0.94257,4.11533,3.93799,0.94257,3.71184,5.1294,0.94257,4.83484,0,0,0
291,A.Becker,LIV,GK,5.7,3.9091,0.94939,3.71127,3.72063,0.94939,3.53233,3.82906,0.94939,3.63528,3.67864,0.94939,3.49247,3.78604,0.94939,3.59443,3.90259,0.94939,3.70509,3.80191,0.94939,3.60951,4.15756,0.94939,3.94715,3.82902,0.94939,3.63524,3.93729,0.94939,3.73803,3.96684,0.94939,3.76608,3.96339,0.94939,3.76281,3.72949,0.94939,3.54074,3.53189,0.94939,3.35315,3.67082,0.94939,3.48505,3.61533,0.94939,3.43236,3.72042,0.94939,3.53213,0,0,0
292,Bajcetic,LIV,MID,4.7,0,0,0,0,0,0,0,0,0,1.60973,0.01,0.0161,1.603,0.00951,0.01524,1.63631,0.01141,0.01867,1.51346,0.01204,0.01822,1.57877,0.01204,0.01901,1.61319,0.01242,0.02004,1.65679,0.01242,0.02058,1.58319,0.01242,0.01967,1.6227,0.01242,0.02016,1.5931,0.01242,0.01979,1.57476,0.01242,0.01956,1.60069,0.01242,0.01988,1.51564,0.01242,0.01883,1.65183,0.01242,0.02052,0,0,0
